chr	strand	gene
chr5	-	HK3
chr5	-	UIMC1
chr5	+	ZNF346
chr5	+	FGFR4
chr5	+	NSD1
chr5	-	RAB24
chr5	+	PRELID1
chr5	-	MXD3
chr5	-	LMAN2
chr5	+	RGS14
chr5	+	SLC34A1
chr5	-	PFN3
chr5	-	F12
chr5	+	GRK6
chr5	+	PRR7
chr5	-	DBN1
chr5	-	PDLIM7
chr5	-	DOK3
chr5	-	DDX41
chr5	-	FAM193B
chr5	+	TMED9
chr5	+	B4GALT7
chr5	-	FAM153A
chr5	-	PROP1
chr5	+	N4BP3
chr5	+	RMND5B
chr5	-	NHP2
chr5	-	GMCL2
chr5	+	HNRNPAB
chr5	-	PHYKPL
chr5	-	COL23A1
chr5	-	CLK4
chr5	-	MSANTD5
chr5	-	ZNF354A
chr5	+	ZNF354B
chr5	+	ZFP2
chr5	+	ZNF454
chr5	-	GRM6
chr5	+	ZNF879
chr5	+	ZNF354C
chr5	-	ADAMTS2
chr5	+	RUFY1
chr5	-	HNRNPH1
chr5	-	C5orf60
chr5	-	CBY3
chr5	+	CANX
chr5	+	MAML1
chr5	+	LTC4S
chr5	-	MGAT4B
chr5	+	SQSTM1
chr5	-	MRNIP
chr5	-	TBC1D9B
chr5	-	RNF130
chr5	-	RASGEF1C
chr5	-	MAPK9
chr5	-	GFPT2
chr5	+	CNOT6
chr5	-	SCGB3A1
chr5	-	FLT4
chr5	-	OR2Y1
chr5	-	MGAT1
chr5	-	ZFP62
chr5	+	BTNL8
chr5	+	BTNL3
chr5	+	BTNL9
chr5	-	OR2V1
chr5	+	OR2V2
chr5	-	TRIM7
chr5	+	TRIM41
chr5	-	RACK1
chr5	-	TRIM52
chr5	+	OR4F3
chr6	+	DUSP22
chr6	+	IRF4
chr6	-	EXOC2
chr6	-	HUS1B
chr6	-	LOC107986554
chr6	+	FOXQ1
chr6	+	FOXF2
chr6	+	FOXC1
chr6	-	GMDS
chr6	-	MYLK4
chr6	+	WRNIP1
chr6	-	SERPINB1
chr6	-	SERPINB9
chr6	-	SERPINB6
chr6	+	NQO2
chr6	+	RIPK1
chr6	+	BPHL
chr6	-	TUBB2A
chr6	-	TUBB2B
chr6	+	PSMG4
chr6	-	SLC22A23
chr6	-	PXDC1
chr6	+	FAM50B
chr6	+	PRPF4B
chr6	-	FAM217A
chr6	+	C6orf201
chr6	-	ECI2
chr6	+	CDYL
chr6	-	RPP40
chr6	-	LYRM4
chr6	+	PPP1R3G
chr6	+	FARS2
chr6	-	NRN1
chr6	-	F13A1
chr6	+	LY86
chr6	+	RREB1
chr6	-	SSR1
chr6	-	CAGE1
chr6	+	RIOK1
chr6	+	DSP
chr6	+	SNRNP48
chr6	+	BMP6
chr6	-	TXNDC5
chr6	-	BLOC1S5
chr6	-	EEF1E1
chr6	-	SLC35B3
chr6	-	OFCC1
chr6	-	TFAP2A
chr6	+	GCNT2
chr6	-	C6orf52
chr6	+	PAK1IP1
chr6	+	TMEM14C
chr6	+	TMEM14B
chr6	-	MAK
chr6	-	GCM2
chr6	+	SYCP2L
chr6	-	ELOVL2
chr6	+	SMIM13
chr6	-	ERVFRD-1
chr6	-	NEDD9
chr6	+	TMEM170B
chr6	-	ADTRP
chr6	+	HIVEP1
chr6	+	EDN1
chr6	+	PHACTR1
chr6	-	TBC1D7-LOC100130357+TBC1D7
chr6	-	GFOD1
chr6	+	SIRT5
chr6	+	NOL7
chr6	-	RANBP9
chr6	-	MCUR1
chr6	+	RNF182
chr6	+	CD83
chr6	+	JARID2
chr6	-	DTNBP1
chr6	+	MYLIP
chr6	+	GMPR
chr6	-	ATXN1
chr6	+	STMND1
chr6	+	RBM24
chr6	+	CAP2
chr6	+	FAM8A1
chr6	-	NUP153
chr6	-	KIF13A
chr6	-	NHLRC1
chr6	-	TPMT
chr6	+	KDM1B
chr6	-	DEK
chr6	+	RNF144B
chr6	+	ID4
chr6	-	MBOAT1
chr6	+	E2F3
chr6	+	CDKAL1
chr6	+	SOX4
chr6	-	PRL
chr6	+	HDGFL1
chr6	+	NRSN1
chr6	-	DCDC2
chr6	+	KAAG1
chr6	+	MRS2
chr6	-	GPLD1
chr6	+	ALDH5A1
chr6	-	KIAA0319
chr6	-	TDP2
chr6	+	ACOT13
chr6	-	C6orf62
chr6	+	GMNN
chr6	-	ARMH2
chr6	-	RIPOR2
chr6	+	CARMIL1
chr6	+	SCGN
chr6	-	SLC17A1
chr6	-	H2AC1
chr6	+	H2BC1
chr6	+	SLC17A4
chr6	-	SLC17A3
chr6	-	SLC17A2
chr6	+	TRIM38
chr6	-	H1-1
chr6	+	H3C1
chr6	+	H4C1
chr6	-	H4C2
chr6	-	H3C2
chr6	-	H2AC4
chr6	-	H2BC3
chr6	+	H3C3
chr6	-	H1-2
chr6	+	HFE
chr6	+	H4C3
chr6	-	H1-6
chr6	-	H2BC4
chr6	+	H2AC6
chr6	+	H1-4
chr6	+	H2BC5
chr6	+	H2BC6
chr6	-	H4C4
chr6	-	H3C4+H2AC7
chr6	+	H2BC7
chr6	+	H4C5
chr6	-	H2BC8
chr6	+	H2AC8
chr6	+	H3C6
chr6	-	H1-3
chr6	+	H4C6
chr6	-	H4C7
chr6	-	H3C7
chr6	+	H2BC9
chr6	-	H3C8
chr6	+	H2BC10
chr6	-	H4C8
chr6	+	BTN3A2
chr6	+	BTN2A2
chr6	+	BTN3A1
chr6	+	BTN3A3
chr6	+	BTN2A1
chr6	+	BTN1A1
chr6	+	HMGN4
chr6	+	ABT1
chr6	-	ZNF322
chr6	-	H2BC11
chr6	+	H2AC11
chr6	-	H2BC12
chr6	+	H4C9
chr6	+	H2AC12
chr6	+	PRSS16
chr6	-	POM121L2
chr6	+	LOC105375107
chr6	+	ZNF391
chr6	-	ZNF184
chr6	-	H2BC13
chr6	+	H2AC13
chr6	+	H3C10
chr6	-	H2AC14
chr6	+	H2BC14
chr6	+	H4C11
chr6	-	H4C12
chr6	-	H2AC15
chr6	+	H2BC15
chr6	+	H2AC16
chr6	-	H1-5
chr6	-	H3C11
chr6	-	H4C13
chr6	-	H3C12
chr6	-	H2AC17
chr6	+	H2BC17
chr6	-	OR2B2
chr6	+	OR2B6
chr6	+	OR1F12
chr6	+	ZNF165
chr6	+	ZSCAN16
chr6	+	ZKSCAN8
chr6	+	ZSCAN9
chr6	-	ZKSCAN4
chr6	+	NKAPL
chr6	+	ZSCAN26
chr6	+	PGBD1
chr6	-	ZSCAN31
chr6	+	ZKSCAN3
chr6	-	ZSCAN12
chr6	-	ZSCAN23
chr6	-	GPX6
chr6	+	GPX5
chr6	-	ZBED9
chr6	-	TRIM27
chr6	-	ZNF311
chr6	-	OR2W1
chr6	-	OR2B3
chr6	+	OR2J1
chr6	+	OR2J3
chr6	+	OR2J2
chr6	+	OR14J1
chr6	-	OR5V1
chr6	-	OR12D3
chr6	+	OR12D2
chr6	+	OR12D1
chr6	-	OR11A1
chr6	+	OR10C1
chr6	+	OR2H1
chr6	-	MAS1L
chr6	-	UBD
chr6	+	OR2H2
chr6	-	GABBR1
chr6	+	MOG
chr6	-	ZFP57
chr6	+	HLA-F
chr6	+	HLA-G
chr6	+	HLA-A
chr6	+	POLR1H
chr6	+	PPP1R11
chr6	-	RNF39
chr6	-	TRIM31
chr6	+	TRIM40
chr6	-	TRIM10
chr6	+	TRIM15
chr6	-	TRIM26
chr6	+	RPP21+TRIM39+TRIM39-RPP21
chr6	+	HLA-E
chr6	-	GNL1
chr6	+	PRR3
chr6	+	ABCF1
chr6	-	PPP1R10
chr6	+	MRPS18B
chr6	+	ATAT1
chr6	+	C6orf136
chr6	-	DHX16
chr6	-	PPP1R18
chr6	-	NRM
chr6	-	MDC1
chr6	+	TUBB
chr6	-	FLOT1
chr6	-	IER3
chr6	+	DDR1
chr6	+	GTF2H4
chr6	+	VARS2
chr6	-	SFTA2
chr6	+	MUCL3
chr6	+	MUC21
chr6	+	MUC22
chr6	-	C6orf15
chr6	+	PSORS1C1
chr6	-	CDSN
chr6	-	PSORS1C2
chr6	-	CCHCR1
chr6	+	TCF19
chr6	-	POU5F1
chr6	-	HLA-C
chr6	-	HLA-B
chr6	+	MICA
chr6	+	MICB
chr6	+	MCCD1
chr6	-	DDX39B
chr6	-	ATP6V1G2
chr6	+	NFKBIL1
chr6	+	LTA
chr6	+	TNF
chr6	-	LTB
chr6	+	LST1
chr6	-	NCR3
chr6	+	AIF1
chr6	+	PRRC2A
chr6	-	BAG6+C6orf47
chr6	+	APOM
chr6	-	GPANK1
chr6	+	CSNK2B
chr6	+	LY6G5B
chr6	-	LY6G5C
chr6	-	ABHD16A
chr6	+	LY6G6F+LY6G6D+LY6G6F-LY6G6D
chr6	-	LY6G6C
chr6	+	MPIG6B
chr6	-	DDAH2
chr6	-	CLIC1
chr6	+	MSH5
chr6	+	SAPCD1
chr6	-	VWA7
chr6	-	VARS1
chr6	-	LSM2
chr6	-	HSPA1L
chr6	+	HSPA1A
chr6	+	HSPA1B
chr6	-	NEU1
chr6	-	SLC44A4
chr6	-	EHMT2
chr6	+	C2
chr6	-	ZBTB12
chr6	+	CFB
chr6	-	NELFE
chr6	+	SKIV2L
chr6	-	DXO
chr6	+	STK19
chr6	+	C4A
chr6	+	C4B
chr6	+	CYP21A2
chr6	-	TNXB
chr6	-	ATF6B
chr6	-	FKBPL
chr6	-	PRRT1
chr6	+	PPT2
chr6	+	EGFL8
chr6	-	AGPAT1
chr6	+	RNF5
chr6	-	AGER
chr6	-	PBX2
chr6	-	GPSM3+NOTCH4
chr6	-	TSBP1
chr6	-	BTNL2
chr6	+	HLA-DRA
chr6	-	HLA-DRB5
chr6	-	HLA-DRB1
chr6	+	HLA-DQA1
chr6	-	HLA-DQB1
chr6	+	HLA-DQA2
chr6	-	HLA-DQB2
chr6	-	HLA-DOB
chr6	-	TAP2
chr6	-	PSMB8
chr6	-	TAP1
chr6	+	PSMB9
chr6	-	HLA-DMB
chr6	-	HLA-DMA
chr6	+	BRD2
chr6	-	HLA-DOA
chr6	-	HLA-DPA1
chr6	+	HLA-DPB1
chr6	-	COL11A2
chr6	-	RXRB
chr6	+	SLC39A7
chr6	+	HSD17B8
chr6	+	RING1
chr6	-	VPS52
chr6	+	RPS18
chr6	+	B3GALT4
chr6	-	WDR46
chr6	+	PFDN6
chr6	-	RGL2
chr6	-	TAPBP
chr6	-	ZBTB22
chr6	-	DAXX
chr6	-	SMIM40
chr6	+	KIFC1
chr6	+	PHF1
chr6	-	CUTA
chr6	+	SYNGAP1
chr6	+	ZBTB9
chr6	-	BAK1
chr6	+	ITPR3
chr6	-	UQCC2
chr6	-	IP6K3
chr6	-	LEMD2
chr6	-	MLN
chr6	-	GRM4
chr6	+	HMGA1
chr6	-	SMIM29
chr6	-	RPS10+NUDT3+RPS10-NUDT3
chr6	+	PACSIN1
chr6	-	SPDEF
chr6	-	ILRUN
chr6	+	SNRPC
chr6	+	UHRF1BP1
chr6	-	TAF11
chr6	+	ANKS1A
chr6	-	TCP11
chr6	+	SCUBE3
chr6	+	ZNF76
chr6	+	DEF6
chr6	+	PPARD
chr6	+	FANCE
chr6	+	RPL10A
chr6	-	TEAD3
chr6	-	TULP1
chr6	-	FKBP5
chr6	+	ARMC12
chr6	+	CLPSL2
chr6	+	CLPSL1
chr6	-	CLPS
chr6	+	LHFPL5
chr6	-	SRPK1
chr6	-	SLC26A8
chr6	+	MAPK14
chr6	+	MAPK13
chr6	+	BRPF3
chr6	+	PNPLA1
chr6	-	BNIP5
chr6	-	ETV7
chr6	-	PXT1
chr6	+	KCTD20
chr6	-	STK38
chr6	+	SRSF3
chr6	+	CDKN1A
chr6	+	RAB44
chr6	-	CPNE5
chr6	+	C6orf89
chr6	-	PPIL1
chr6	+	PI16
chr6	-	MTCH1
chr6	+	FGD2
chr6	+	PIM1
chr6	-	TMEM217
chr6	+	TBC1D22B
chr6	+	RNF8
chr6	-	LOC107986531
chr6	+	CMTR1
chr6	-	CCDC167
chr6	-	MDGA1
chr6	+	ZFAND3
chr6	-	BTBD9
chr6	-	GLO1
chr6	+	DNAH8
chr6	+	GLP1R
chr6	-	SAYSD1
chr6	-	KCNK5
chr6	-	KCNK17
chr6	-	KCNK16
chr6	-	KIF6
chr6	+	DAAM2
chr6	-	MOCS1
chr6	-	LRFN2
chr6	-	UNC5CL
chr6	+	TSPO2
chr6	+	APOBEC2
chr6	-	OARD1
chr6	+	NFYA
chr6	-	TREML1
chr6	-	TREM2
chr6	-	TREML2
chr6	+	TREML4
chr6	-	TREM1
chr6	+	NCR2
chr6	+	FOXP4
chr6	+	MDFI
chr6	-	TFEB
chr6	-	PGC
chr6	-	FRS3
chr6	+	PRICKLE4
chr6	+	TOMM6
chr6	-	USP49
chr6	-	MED20
chr6	+	BYSL
chr6	-	CCND3
chr6	+	TAF8
chr6	-	C6orf132
chr6	+	LOC118142757+GUCA1ANB+GUCA1A
chr6	-	GUCA1B
chr6	-	MRPS10
chr6	-	TRERF1
chr6	+	LOC107986596
chr6	+	UBR2
chr6	-	PRPH2
chr6	-	TBCC
chr6	+	BICRAL
chr6	+	RPL7L1
chr6	-	C6orf226
chr6	+	PTCRA
chr6	+	CNPY3+CNPY3-GNMT+GNMT
chr6	-	PEX6
chr6	-	MEA1
chr6	+	PPP2R5D
chr6	+	KLHDC3
chr6	+	RRP36
chr6	-	CUL7
chr6	-	MRPL2
chr6	+	KLC4
chr6	+	PTK7
chr6	+	SRF
chr6	+	CUL9
chr6	-	DNPH1
chr6	+	TTBK1
chr6	+	SLC22A7
chr6	-	CRIP3
chr6	-	ZNF318
chr6	+	ABCC10
chr6	-	DLK2
chr6	+	TJAP1
chr6	-	LRRC73
chr6	-	YIPF3
chr6	+	POLR1C
chr6	-	XPO5
chr6	+	POLH
chr6	-	GTPBP2
chr6	+	MAD2L1BP
chr6	+	RSPH9
chr6	-	MRPS18A
chr6	+	VEGFA
chr6	-	MRPL14
chr6	+	TMEM63B
chr6	+	CAPN11
chr6	+	MYMX
chr6	+	SLC29A1
chr6	+	HSP90AB1
chr6	-	SLC35B2
chr6	-	NFKBIE
chr6	+	TMEM151B
chr6	-	TCTE1
chr6	-	AARS2
chr6	+	SPATS1
chr6	+	CDC5L
chr6	-	SUPT3H
chr6	+	RUNX2
chr6	-	CLIC5
chr6	+	ENPP4
chr6	-	ENPP5
chr6	-	RCAN2
chr6	-	CYP39A1
chr6	+	SLC25A27
chr6	+	TDRD6
chr6	-	PLA2G7
chr6	+	ANKRD66
chr6	+	MEP1A
chr6	-	ADGRF5
chr6	-	ADGRF1
chr6	-	TNFRSF21
chr6	+	CD2AP
chr6	+	ADGRF2
chr6	+	ADGRF4
chr6	+	OPN5
chr6	-	PTCHD4
chr6	-	MMUT
chr6	+	CENPQ
chr6	+	GLYATL3
chr6	+	C6orf141
chr6	-	RHAG
chr6	-	CRISP2
chr6	-	CRISP3
chr6	-	PGK2
chr6	-	CRISP1
chr6	-	DEFB114
chr6	-	DEFB113
chr6	-	DEFB110
chr6	-	DEFB112
chr6	+	TFAP2D
chr6	+	TFAP2B
chr6	-	PKHD1
chr6	+	IL17A
chr6	-	IL17F
chr6	-	MCM3
chr6	+	PAQR8
chr6	+	EFHC1
chr6	-	TRAM2
chr6	+	TMEM14A
chr6	-	GSTA2
chr6	-	GSTA1
chr6	-	GSTA5
chr6	-	GSTA3
chr6	-	GSTA4
chr6	-	CILK1
chr6	+	FBXO9
chr6	-	GCM1
chr6	-	ELOVL5
chr6	-	GCLC
chr6	-	KLHL31
chr6	+	LRRC1
chr6	+	MLIP
chr6	+	TINAG
chr6	+	FAM83B
chr6	+	HCRTR2
chr6	+	GFRAL
chr6	-	HMGCLL1
chr6	-	BMP5
chr6	-	COL21A1
chr6	-	DST
chr6	+	BEND6
chr6	+	KIAA1586
chr6	+	ZNF451
chr6	+	BAG2
chr6	-	RAB23
chr6	+	PRIM2
chr6	+	MTRNR2L9
chr6	-	KHDRBS2
chr6	-	LGSN
chr6	+	PTP4A1
chr6	+	PHF3
chr6	-	EYS
chr6	+	LOC441155
chr6	+	ADGRB3
chr6	-	LMBRD1
chr6	+	COL19A1
chr6	-	COL9A1
chr6	+	FAM135A
chr6	+	SDHAF4
chr6	+	SMAP1
chr6	-	B3GAT2
chr6	+	OGFRL1
chr6	+	RIMS1
chr6	+	KCNQ5
chr6	-	LOC112267959
chr6	-	KHDC1L
chr6	-	KHDC1
chr6	-	DPPA5
chr6	+	KHDC3L
chr6	-	OOEP
chr6	+	DDX43
chr6	-	CGAS
chr6	+	MTO1
chr6	-	EEF1A1
chr6	-	SLC17A5
chr6	+	CD109
chr6	-	COL12A1
chr6	-	COX7A2
chr6	-	TMEM30A
chr6	-	FILIP1
chr6	+	SENP6
chr6	+	MYO6
chr6	-	IMPG1
chr6	-	HTR1B
chr6	+	MEI4
chr6	+	IRAK1BP1
chr6	-	PHIP
chr6	-	HMGN3
chr6	-	LCA5
chr6	+	LOC112267857
chr6	+	SH3BGRL2
chr6	-	ELOVL4
chr6	+	TTK
chr6	+	BCKDHB
chr6	-	TENT5A
chr6	-	IBTK
chr6	+	TPBG
chr6	-	UBE3D
chr6	+	DOP1A
chr6	-	PGM3
chr6	+	RWDD2A
chr6	-	ME1
chr6	+	PRSS35
chr6	-	SNAP91
chr6	+	RIPPLY2
chr6	+	CYB5R4
chr6	+	MRAP2
chr6	-	CEP162
chr6	-	TBX18
chr6	+	NT5E
chr6	-	SNX14
chr6	-	SYNCRIP
chr6	+	LOC107986532
chr6	+	HTR1E
chr6	-	LOC112267964
chr6	-	CGA
chr6	+	ZNF292
chr6	-	GJB7
chr6	+	SMIM8
chr6	+	C6orf163
chr6	+	CFAP206
chr6	+	SLC35A1
chr6	-	RARS2
chr6	+	ORC3
chr6	-	AKIRIN2
chr6	+	SPACA1
chr6	-	CNR1
chr6	-	RNGTT
chr6	+	PNRC1
chr6	+	PM20D2
chr6	-	SRSF12
chr6	-	GABRR1
chr6	-	GABRR2
chr6	-	UBE2J1
chr6	-	RRAGD
chr6	+	ANKRD6
chr6	-	LYRM2
chr6	-	MDN1
chr6	+	CASP8AP2
chr6	+	GJA10
chr6	-	BACH2
chr6	-	MAP3K7
chr6	-	EPHA7
chr6	+	MANEA
chr6	+	FUT9
chr6	+	UFL1
chr6	+	FHL5
chr6	-	GPR63
chr6	-	NDUFAF4
chr6	+	KLHL32
chr6	-	MMS22L
chr6	+	POU3F2
chr6	-	FBXL4
chr6	-	FAXC
chr6	-	COQ3
chr6	-	PNISR
chr6	+	TSTD3
chr6	-	USP45
chr6	-	CCNC
chr6	+	PRDM13
chr6	-	MCHR2
chr6	-	SIM1
chr6	-	ASCC3
chr6	+	GRIK2
chr6	-	HACE1
chr6	+	LIN28B
chr6	-	BVES
chr6	-	POPDC3
chr6	-	PREP
chr6	+	PRDM1
chr6	-	ATG5
chr6	+	CRYBG1
chr6	-	RTN4IP1
chr6	+	QRSL1
chr6	-	CD24
chr6	+	MTRES1
chr6	-	BEND3
chr6	-	PDSS2
chr6	+	SOBP
chr6	-	SCML4
chr6	-	SEC63
chr6	-	OSTM1
chr6	+	NR2E1
chr6	-	SNX3
chr6	+	AFG1L
chr6	+	FOXO3
chr6	+	ARMC2
chr6	-	SESN1
chr6	+	CEP57L1
chr6	-	CD164
chr6	-	PPIL6
chr6	+	SMPD2
chr6	-	ZBTB24+MICAL1
chr6	-	AK9
chr6	+	FIG4
chr6	+	GPR6
chr6	-	WASF1
chr6	+	CDC40
chr6	-	METTL24
chr6	-	DDO
chr6	-	SLC22A16
chr6	-	CDK19
chr6	+	AMD1
chr6	+	GTF3C6
chr6	+	RPF2
chr6	+	SLC16A10
chr6	+	MFSD4B
chr6	-	REV3L
chr6	-	TRAF3IP2
chr6	-	FYN
chr6	+	CCN6
chr6	-	TUBE1
chr6	+	FAM229B
chr6	-	LAMA4
chr6	+	RFPL4B
chr6	+	MARCKS
chr6	-	HDAC2
chr6	-	HS3ST5
chr6	-	FRK
chr6	+	NT5DC1
chr6	-	COL10A1
chr6	-	TSPYL4
chr6	+	DSE
chr6	-	TSPYL1
chr6	+	CALHM6
chr6	-	TRAPPC3L
chr6	+	CALHM5
chr6	+	CALHM4
chr6	+	RWDD1
chr6	+	RSPH4A
chr6	-	ZUP1
chr6	+	KPNA5
chr6	-	FAM162B
chr6	-	GPRC6A
chr6	+	RFX6
chr6	+	VGLL2
chr6	-	ROS1
chr6	+	DCBLD1
chr6	-	GOPC
chr6	+	NUS1
chr6	+	SLC35F1
chr6	-	CEP85L
chr6	+	PLN
chr6	-	MCM9
chr6	+	ASF1A
chr6	-	FAM184A
chr6	-	MAN1A1
chr6	-	TBC1D32
chr6	+	GJA1
chr6	+	HSF2
chr6	-	SERINC1
chr6	+	PKIB
chr6	+	FABP7
chr6	+	SMPDL3A
chr6	+	CLVS2
chr6	-	TRDN
chr6	+	NKAIN2
chr6	+	RNF217
chr6	+	TPD52L1
chr6	-	HDDC2
chr6	+	HEY2
chr6	+	NCOA7
chr6	+	HINT3
chr6	+	TRMT11
chr6	+	CENPW
chr6	+	RSPO3
chr6	+	RNF146
chr6	-	ECHDC1
chr6	-	KIAA0408+SOGA3
chr6	+	C6orf58
chr6	-	THEMIS
chr6	-	PTPRK
chr6	+	LAMA2
chr6	-	ARHGAP18
chr6	-	TMEM244
chr6	+	L3MBTL3
chr6	-	SAMD3
chr6	+	TMEM200A
chr6	+	SMLR1
chr6	-	EPB41L2
chr6	+	AKAP7
chr6	+	ARG1
chr6	-	MED23
chr6	+	ENPP3
chr6	-	OR2A4
chr6	-	CTAGE9
chr6	+	ENPP1
chr6	-	CCN2
chr6	-	MOXD1
chr6	-	STX7
chr6	+	TAAR9
chr6	+	TAAR8
chr6	+	TAAR6
chr6	-	TAAR5
chr6	-	TAAR2
chr6	-	TAAR1
chr6	-	VNN1
chr6	-	VNN3
chr6	-	VNN2
chr6	-	SLC18B1
chr6	+	RPS12
chr6	+	EYA4
chr6	+	TCF21
chr6	+	TBPL1
chr6	-	SLC2A12
chr6	-	SGK1
chr6	-	ALDH8A1
chr6	-	HBS1L
chr6	+	MYB
chr6	-	AHI1
chr6	+	PDE7B
chr6	-	MTFR2
chr6	-	BCLAF1
chr6	-	MAP7
chr6	-	MAP3K5
chr6	+	PEX7
chr6	+	SLC35D3
chr6	-	IL20RA
chr6	-	IL22RA2
chr6	-	IFNGR1
chr6	-	OLIG3
chr6	+	TNFAIP3
chr6	-	PERP
chr6	+	ARFGEF3
chr6	-	PBOV1
chr6	+	SMIM28
chr6	+	HEBP2
chr6	-	NHSL1
chr6	+	CCDC28A
chr6	+	ECT2L
chr6	-	REPS1
chr6	+	ABRACL
chr6	+	HECA
chr6	-	TXLNB
chr6	-	CITED2
chr6	-	NMBR
chr6	+	GJE1
chr6	+	VTA1
chr6	+	ADGRG6
chr6	-	HIVEP2
chr6	+	AIG1
chr6	-	ADAT2
chr6	+	PEX3
chr6	-	FUCA2
chr6	+	PHACTR2
chr6	+	LTV1
chr6	+	ZC2HC1B
chr6	-	PLAGL1
chr6	-	SF3B5
chr6	+	STX11
chr6	+	UTRN
chr6	-	EPM2A
chr6	-	SHPRH+FBXO30
chr6	+	GRM1
chr6	+	RAB32
chr6	+	ADGB
chr6	+	STXBP5
chr6	+	SAMD5
chr6	+	SASH1
chr6	+	UST
chr6	+	TAB2
chr6	+	SUMO4
chr6	-	ZC3H12D
chr6	-	PPIL4
chr6	+	GINM1
chr6	-	KATNA1
chr6	-	LATS1
chr6	-	NUP43
chr6	+	PCMT1
chr6	-	LRP11
chr6	-	RAET1E
chr6	-	RAET1G
chr6	+	ULBP2
chr6	+	ULBP1
chr6	-	RAET1L
chr6	-	ULBP3
chr6	+	PPP1R14C
chr6	+	IYD
chr6	+	PLEKHG1
chr6	+	MTHFD1L
chr6	+	AKAP12
chr6	-	ZBTB2
chr6	-	RMND1
chr6	+	ARMT1
chr6	+	CCDC170
chr6	+	ESR1
chr6	-	SYNE1
chr6	+	MYCT1
chr6	+	VIP
chr6	-	FBXO5
chr6	-	MTRF1L
chr6	-	RGS17
chr6	+	OPRM1
chr6	-	IPCEF1
chr6	-	CNKSR3
chr6	+	SCAF8
chr6	+	TIAM2
chr6	-	TFB1M
chr6	+	CLDN20
chr6	-	NOX3
chr6	+	ARID1B
chr6	-	TMEM242
chr6	+	ZDHHC14
chr6	+	SNX9
chr6	+	SYNJ2
chr6	-	SERAC1
chr6	+	GTF2H5
chr6	+	TULP4
chr6	+	TMEM181
chr6	-	DYNLT1
chr6	+	SYTL3
chr6	-	EZR
chr6	-	RSPH3
chr6	-	TAGAP
chr6	-	LOC112267968
chr6	+	FNDC1
chr6	-	SOD2
chr6	+	WTAP
chr6	+	ACAT2
chr6	-	TCP1
chr6	+	MRPL18
chr6	+	PNLDC1
chr6	+	MAS1
chr6	+	IGF2R
chr6	+	SLC22A1
chr6	-	SLC22A2
chr6	+	SLC22A3
chr6	-	LPA
chr6	+	PLG
chr6	+	MAP3K4
chr6	-	AGPAT4
chr6	-	PRKN
chr6	+	PACRG
chr6	+	QKI
chr6	-	LOC105378105
chr6	-	C6orf118
chr6	-	PDE10A
chr6	-	TBXT
chr6	-	PRR18
chr6	-	SFT2D1
chr6	-	MPC1
chr6	-	RPS6KA2
chr6	-	RNASET2
chr6	+	CEP43
chr6	+	CCR6
chr6	-	GPR31
chr6	+	UNC93A
chr6	+	TTLL2
chr6	+	AFDN
chr6	-	HGC6.3
chr6	+	KIF25
chr6	-	FRMD1
chr6	-	DACT2
chr6	+	SMOC2
chr6	-	THBS2
chr6	-	LOC105378148
chr6	-	WDR27
chr6	+	C6orf120
chr6	-	PHF10
chr6	-	TCTE3
chr6	+	ERMARD
chr6	-	DLL1
chr6	+	LOC112267971+FAM120B
chr6	-	LOC105378161
chr6	-	PSMB1
chr6	+	TBP
chr6	-	PDCD2
chr6	+	LOC107986677
chr6	+	LOC101929692
chr7	-	LOC105375112
chr7	+	LOC105375116
chr7	+	FAM20C
chr7	+	FOXL3
chr7	-	PDGFA
chr7	-	PRKAR1B
chr7	+	DNAAF5
chr7	+	SUN1
chr7	+	GET4
chr7	-	ADAP1
chr7	-	COX19
chr7	-	C7orf50
chr7	+	CYP2W1
chr7	+	GPR146
chr7	+	LOC107986755
chr7	+	GPER1
chr7	-	ZFAND2A
chr7	+	UNCX
chr7	-	MICALL2
chr7	-	INTS1
chr7	+	MAFK
chr7	-	TMEM184A
chr7	-	PSMG3
chr7	+	ELFN1
chr7	-	MAD1L1
chr7	-	MRM2
chr7	+	NUDT1
chr7	-	SNX8
chr7	+	EIF3B
chr7	+	CHST12
chr7	-	GRIFIN
chr7	+	LFNG
chr7	-	BRAT1
chr7	+	IQCE
chr7	+	TTYH3
chr7	+	AMZ1
chr7	-	GNA12
chr7	-	CARD11
chr7	+	SDK1
chr7	+	FOXK1
chr7	+	AP5Z1
chr7	-	RADIL
chr7	-	PAPOLB
chr7	-	MMD2
chr7	+	RBAK-RBAKDN+RBAK
chr7	+	WIPI2
chr7	+	SLC29A4
chr7	-	TNRC18
chr7	-	LOC100129484
chr7	-	FBXL18
chr7	-	ACTB
chr7	+	FSCN1
chr7	-	LOC107986762
chr7	-	RNF216
chr7	+	OCM
chr7	+	CCZ1
chr7	-	RSPH10B
chr7	-	PMS2
chr7	+	AIMP2
chr7	-	EIF2AK1
chr7	+	ANKRD61
chr7	+	USP42
chr7	-	CYTH3
chr7	-	FAM220A
chr7	+	RAC1
chr7	-	DAGLB
chr7	-	KDELR2
chr7	-	GRID2IP
chr7	+	ZDHHC4
chr7	+	C7orf26
chr7	+	ZNF853
chr7	+	ZNF316
chr7	-	ZNF12
chr7	+	RSPH10B2
chr7	-	CCZ1B
chr7	-	LOC112267992
chr7	+	C1GALT1
